sentence	polarity	positive	neutral	negative
“我现在到金字塔那边去了。再会吧！”他飞走了。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞了一个整天，在晚上他到了这个城市。 	 neutral 	0.28543296	0.4668489	0.2477181
“我在什么地方过夜呢？”他说；“我希望城里已经给我预备好了。” 	 neutral 	0.28543296	0.4668489	0.2477181
随后他看见了立在高高圆柱上面的那座像。 	 neutral 	0.28543296	0.4668489	0.2477181
他说：“我就在这里过夜吧，这倒是一个充满新鲜空气的好地点。” 	 positive 	0.22095513	0.3493732	0.4296717
他便飞下来，恰恰停在快乐王子两只脚的中间。 	 neutral 	0.28543296	0.4668489	0.2477181
“我找到一个金的睡房了，”他向四周看了一下，便轻轻对自己说，他预备睡觉了，但是他刚刚把头放到他的翅子下面去的时候，忽然大大的一滴水落到他的身上来。 	 neutral 	0.28543296	0.4668489	0.2477181
“多么奇怪的一件事！”他叫起来，“天上没有一片云，星子又非常清楚，非常明亮，可是下起雨来了。 	 positive 	0.22095513	0.3493732	0.4296717
北欧的天气真可怕。 	 negative 	0.1501622	0.34323427	0.50660354
芦苇常常喜欢雨，不过那只是她的自私。” 	 negative 	0.1501622	0.34323427	0.50660354
接着又落下了一滴。 	 negative 	0.1501622	0.34323427	0.50660354
“要是一座像不能够蔽雨，那么它又有什么用处？”他说；“我应该找一个好的烟囱筒去，”他决定飞开了。 	 negative 	0.1501622	0.34323427	0.50660354
但是他还没有张开翅膀，第三滴水又落了下来，他仰了头看，他看见——啊！他看见了什么呢？ 	 neutral 	0.28543296	0.4668489	0.2477181
快乐王子的眼里装满了泪水，泪珠沿着他的黄金的脸颊流下来。 	 negative 	0.1501622	0.34323427	0.50660354
他的脸庞在月光里是这么美丽，使得小燕子的心里也充满了怜悯。 	 positive 	0.22095513	0.3493732	0.4296717
“你是谁？”他问道。 	 neutral 	0.28543296	0.4668489	0.2477181
“我是快乐王子。” 	 positive 	0.22095513	0.3493732	0.4296717
“那么你为什么哭呢？”燕子又问；“你看，你把我一身都打湿了。” 	 negative 	0.1501622	0.34323427	0.50660354
“我活着，有着一颗人心的时候，”王子慢慢地答道，“我并不知道眼泪是什么东西，因为我那时住在无愁宫里，悲哀是不能够进去的。 	 negative 	0.1501622	0.34323427	0.50660354
白天有人陪伴我在花园里游玩，晚上我又在大厅里跳舞。 	 neutral 	0.28543296	0.4668489	0.2477181
花园的四周围着一道高墙，我就从没有想到问人墙外是什么样的景象，我眼前的一切都是极其美丽的。 	 positive 	0.22095513	0.3493732	0.4296717
我的臣子都称我做快乐王子，不错，如果欢娱可以算作快乐，我就的确是快乐的了。 	 positive 	0.22095513	0.3493732	0.4296717
我这样地活过，我也这样地死了。 	 negative 	0.1501622	0.34323427	0.50660354
我死了，他们就把我立在这里，而且立得这么高，让我看得见我的城市的一切丑恶和穷苦，因此我的心虽然是铅做成的，我也忍不住要哭了。” 	 negative 	0.1501622	0.34323427	0.50660354
“怎么，他并不是纯金的？” 	 neutral 	0.28543296	0.4668489	0.2477181
燕子轻轻地对自己说；他非常讲究礼貌，不肯高声谈论别人的私事。 	 negative 	0.1501622	0.34323427	0.50660354
“远远的，”王子用一种低微的、音乐似的声音说下去。 	 neutral 	0.28543296	0.4668489	0.2477181
“远远的在一条小街上有一所穷人住的房子。 	 neutral 	0.28543296	0.4668489	0.2477181
一扇窗户开着，从这窗户我看见一个妇人坐在桌子旁边。她的面容非常瘦弱，她的一双手粗糙，发红，指头上满是针眼，因为她是一个裁缝。 	 negative 	0.1501622	0.34323427	0.50660354
她正在一件缎子衣裳上绣花，绣的是西番莲，预备给皇后的一个最可爱的宫女在下一次宫中跳舞会里穿的。 	 neutral 	0.28543296	0.4668489	0.2477181
在这屋子的角落里，她的小孩躺在床上生病。 	 negative 	0.1501622	0.34323427	0.50660354
他发热，嚷着要橙子吃。 	 negative 	0.1501622	0.34323427	0.50660354
她的母亲没有别的东西给他，只有河水，所以他哭起来了。 	 negative 	0.1501622	0.34323427	0.50660354
燕子，小燕子，你肯把我剑柄上的红宝石取下来给她送去吗？ 	 neutral 	0.28543296	0.4668489	0.2477181
我的脚钉牢在这个像座上面，我不能移动一下。” 	 negative 	0.1501622	0.34323427	0.50660354
“朋友们在埃及等着我，”燕子说。 	 neutral 	0.28543296	0.4668489	0.2477181
“他们正在尼罗河上面往来，同大朵的莲花谈话。 	 neutral 	0.28543296	0.4668489	0.2477181
他们不久就要到伟大的国王的坟墓里去睡眠了。 	 neutral 	0.28543296	0.4668489	0.2477181
那个国王自己也就睡在那里他的漆上油彩的棺材里。 	 neutral 	0.28543296	0.4668489	0.2477181
他的身子是用黄布紧紧裹着的，而且还用了香料来保存着。 	 neutral 	0.28543296	0.4668489	0.2477181
一串淡绿色翡翠做成的练子系在他的颈项上，他的一只手就像是干枯的落叶。 	 neutral 	0.28543296	0.4668489	0.2477181
“燕子，燕子，小燕子，”王子要求说，“你难道不肯留着陪我过一夜，做一次我的信差么？ 	 negative 	0.1501622	0.34323427	0.50660354
那个孩子渴得太厉害了，他母亲又太苦恼了。” 	 negative 	0.1501622	0.34323427	0.50660354
“我不以为我会喜欢小孩，”燕子回答道， 	 neutral 	0.28543296	0.4668489	0.2477181
“我还记得上一个夏天，我停在河上的时候，有两个粗野的小孩，就是那磨坊主人的儿子，他们常常丢石头打我。 	 negative 	0.1501622	0.34323427	0.50660354
不消说他们是打不中的；我们燕子飞得极快，不会给他们打中，并且我还是从一个以敏捷出名的家族里出来的，更不用害怕。不过这究竟是一种不客气的表示。” 	 negative 	0.1501622	0.34323427	0.50660354
然而快乐王子的面容却是那样地忧愁，使得小燕子的心也软下来了。 	 negative 	0.1501622	0.34323427	0.50660354
他便说：“这里冷得很，不过我愿意陪着你过一夜，我很高兴做你的信差。” 	 positive 	0.22095513	0.3493732	0.4296717
“小燕子，谢谢你，”王子说。 	 positive 	0.22095513	0.3493732	0.4296717
燕子便从王子的剑柄上啄下了那块大的红宝石，衔着它飞起来，飞过栉比的屋顶，向远处飞去了。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞过礼拜堂的屋顶，看见那里的大理石的天使雕像。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞过王宫，听见了跳舞的声音。 	 neutral 	0.28543296	0.4668489	0.2477181
一个美貌的少女同她的情人正走到露台上来。 	 neutral 	0.28543296	0.4668489	0.2477181
“你看，星星多么神妙，爱的魔力多么神妙！”他对她说。 	 positive 	0.22095513	0.3493732	0.4296717
“我希望我的衣服早点送来，好赶得上下次的大跳舞会，”她接口道，“我叫人在上面绣了西番莲花，只是那些女裁缝太懒了。” 	 negative 	0.1501622	0.34323427	0.50660354
他飞过河面，看见悬挂在船桅上的无数的灯笼， 	 neutral 	0.28543296	0.4668489	0.2477181
他又飞过犹太村，看见一些年老的犹太人在那里做生意讲价钱，把钱放在铜秤上面秤着。 	 neutral 	0.28543296	0.4668489	0.2477181
最后他到了那所穷人的屋子，朝里面看去。 	 neutral 	0.28543296	0.4668489	0.2477181
那个小孩正发着热在床上翻来覆去，母亲已经睡熟，因为她太疲倦了。 	 negative 	0.1501622	0.34323427	0.50660354
他便从窗户跳进去，把红宝石放在桌上，就放在那妇人的顶针旁边。 	 neutral 	0.28543296	0.4668489	0.2477181
过后他又轻轻地绕着床飞了一阵，用翅子扇着小孩的前额。 	 neutral 	0.28543296	0.4668489	0.2477181
“我觉得多么凉，”孩子说，“我一定好起来了；”他便沉沉地睡去了，他睡得很甜。 	 positive 	0.22095513	0.3493732	0.4296717
燕子回到快乐王子那里，把他做过的事讲给王子听。 	 neutral 	0.28543296	0.4668489	0.2477181
他又说：“这倒是很奇怪的，虽然天气是这么冷，我却觉得暖和得很。” 	 positive 	0.22095513	0.3493732	0.4296717
“那是因为你做过了一件好事，”王子说。 	 positive 	0.22095513	0.3493732	0.4296717
小燕子便开始想起来，过后他就睡着了。 	 neutral 	0.28543296	0.4668489	0.2477181
他有这样一种习惯，只要一用思想，就会打瞌睡的。 	 negative 	0.1501622	0.34323427	0.50660354
天亮后他飞下河去洗了一个澡。 	 neutral 	0.28543296	0.4668489	0.2477181
一位禽学教授走过桥上，看见了，便说：“这真是一件少有的事， 	 neutral 	0.28543296	0.4668489	0.2477181
冬天里会有燕子！” 	 neutral 	0.28543296	0.4668489	0.2477181
他便写了一封讲这事情的长信给本地报纸发表。 	 neutral 	0.28543296	0.4668489	0.2477181
每个人都引用这封信，不管这信里充满着那么多的他们不能了解的句子。 	 neutral 	0.28543296	0.4668489	0.2477181
“今晚我要到埃及去，”燕子说，他想到前途，心里非常高兴。 	 positive 	0.22095513	0.3493732	0.4296717
他把城里所有的公共纪念物都参观过了，并且还在教堂的尖顶上面坐了好一阵。 	 neutral 	0.28543296	0.4668489	0.2477181
不管他到什么地方，麻雀们都吱吱叫着，而且互相说：“这是一个多么显贵的生客！”因此他也感到快乐。 	 positive 	0.22095513	0.3493732	0.4296717
月亮上升的时候，他飞回到快乐王子那里。 	 positive 	0.22095513	0.3493732	0.4296717
他问着：“你在埃及有什么事要我办吗？我就要动身了。” 	 neutral 	0.28543296	0.4668489	0.2477181
“燕子，燕子，小燕子，”王子说，“你不肯陪我再过一夜么？” 	 neutral 	0.28543296	0.4668489	0.2477181
“朋友们在埃及等着我，”燕子回答道。 	 neutral 	0.28543296	0.4668489	0.2477181
“明天他们便要飞往尼罗河上游到第二瀑布去， 	 neutral 	0.28543296	0.4668489	0.2477181
在那里河马睡在大灯心草中间，门浪神坐在花岗石的宝座上面。 	 neutral 	0.28543296	0.4668489	0.2477181
他整夜都守着星星，到晓星发光的时候，他发出一声欢乐的叫喊，便从此沉默。 	 neutral 	0.28543296	0.4668489	0.2477181
正午时分，成群的黄狮走下河边来饮水。 	 neutral 	0.28543296	0.4668489	0.2477181
他们有着和绿柱玉一样的眼睛，他们的叫吼比瀑布的吼声还要响亮。” 	 positive 	0.22095513	0.3493732	0.4296717
“燕子，燕子，小燕子，”王子说，“远远的，在这城的那一边，我看见一个年青人住在阁楼里面。 	 neutral 	0.28543296	0.4668489	0.2477181
他埋头在一张堆满稿纸的书桌上，手边一个无脚酒杯里放着一束枯萎的紫罗兰。 	 neutral 	0.28543296	0.4668489	0.2477181
他的头发是棕色的，乱蓬蓬的，他的嘴唇像石榴一样地红，他还有着梦幻的大眼睛。 	 positive 	0.22095513	0.3493732	0.4296717
他在写一个剧本，预备写成给剧院经理送去，可是他太冷了，不能够再写一个字。 	 negative 	0.1501622	0.34323427	0.50660354
炉子里没有火，饥饿使他变得十分衰弱。” 	 negative 	0.1501622	0.34323427	0.50660354
“我愿意陪着你再过一夜，”燕子说，他的确有着好心肠。 	 positive 	0.22095513	0.3493732	0.4296717
“你要我也给他送一块红宝石去吗？” 	 neutral 	0.28543296	0.4668489	0.2477181
“唉！我现在没有红宝石了，”王子说，“我就只剩下一对眼睛。 	 negative 	0.1501622	0.34323427	0.50660354
它们是用珍奇的蓝宝石做成的，这对蓝宝石还是一千年前在印度出产的， 	 neutral 	0.28543296	0.4668489	0.2477181
请你取出一颗来给他送去。 	 neutral 	0.28543296	0.4668489	0.2477181
他会把它卖给珠宝商，换钱来买食物和木柴，好写完他的剧本。” 	 neutral 	0.28543296	0.4668489	0.2477181
“我亲爱的王子，我不能够这样做，”燕子说着哭起来了。 	 negative 	0.1501622	0.34323427	0.50660354
“燕子，燕子，小燕子，”王子说，“你就照我吩咐你的做罢。” 	 positive 	0.22095513	0.3493732	0.4296717
燕子便取出王子的一只眼睛，飞往学生的阁楼去了。 	 neutral 	0.28543296	0.4668489	0.2477181
屋顶上有一个洞，要进房里去是很容易的， 	 neutral 	0.28543296	0.4668489	0.2477181
他便从洞里飞了进去。 	 neutral 	0.28543296	0.4668489	0.2477181
那个年青人两只手托着脸颊，因此没有听见燕子的扑翅声，等他抬起头来时，他却看见那颗美丽的蓝宝石躺在枯萎的紫罗兰上面。 	 neutral 	0.28543296	0.4668489	0.2477181
“我开始被人们认识了，”他叫道；“这是某一个钦佩我的人送来的。 	 positive 	0.22095513	0.3493732	0.4296717
我现在可以写完我的剧本了，”他露出很快乐的样子。 	 positive 	0.22095513	0.3493732	0.4296717
第二天燕子又飞下到港口去。 	 neutral 	0.28543296	0.4668489	0.2477181
他坐在一只大船的桅杆上，望着水手们用绳索把大箱子拖出船舱来。 	 neutral 	0.28543296	0.4668489	0.2477181
每只箱子上来时，他们就叫着：“杭育！......” 	 neutral 	0.28543296	0.4668489	0.2477181
“我要到埃及去了！”燕子叫道，可是没有谁理他，等到月亮上升的时候，他又回到快乐王子那里去。 	 neutral 	0.28543296	0.4668489	0.2477181
“我是来向你告别的，”他叫道。 	 neutral 	0.28543296	0.4668489	0.2477181
“燕子，燕子，小燕子，”王子说，“你不肯陪我再过一夜么？” 	 neutral 	0.28543296	0.4668489	0.2477181
“这是冬天了，”燕子答道，“寒冷的雪就快要到这里的， 	 neutral 	0.28543296	0.4668489	0.2477181
这时候在埃及，太阳照在浓绿的棕榈树上，十分暖和，鳄鱼躺在泥沼里，懒洋洋地看望四周。 	 positive 	0.22095513	0.3493732	0.4296717
朋友们正在巴伯克的太阳神庙里筑一个巢，那些淡红的和雪白的鸽子在边旁望着，他们互相讲着情话。 	 neutral 	0.28543296	0.4668489	0.2477181
亲爱的王子，我一定要离开你了，不过我决不会忘记你，来年春天我要给你带回来两粒美丽的宝石，补偿你给了别人的那两颗。 	 positive 	0.22095513	0.3493732	0.4296717
我带来的红宝石会比一朵红玫瑰更红，蓝宝石会比大海更蓝。” 	 positive 	0.22095513	0.3493732	0.4296717
“就在这下面的广场上，站着一个卖火柴的小女孩，”王子说。 	 neutral 	0.28543296	0.4668489	0.2477181
“她把她的火柴都丢在沟里去了，它们全完了。 	 neutral 	0.28543296	0.4668489	0.2477181
倘使她不带点钱回家，她的父亲会打她的，她现在正哭着。 	 negative 	0.1501622	0.34323427	0.50660354
她没有鞋袜，小小的头上没有一顶帽子。 	 negative 	0.1501622	0.34323427	0.50660354
你把我另一只眼睛也取下来，拿去给她，那么她的父亲便不会打她了。” 	 neutral 	0.28543296	0.4668489	0.2477181
“我愿意陪你再过一夜，”燕子说，“可是我却不能够取下你的眼睛。 	 neutral 	0.28543296	0.4668489	0.2477181
那时你就会变成瞎子了。” 	 negative 	0.1501622	0.34323427	0.50660354
“燕子，燕子，小燕子，”王子说，“你就照我吩咐你的话做罢。” 	 positive 	0.22095513	0.3493732	0.4296717
他便取下王子的另一只眼睛，带着它飞到下面去。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞过卖火柴的女孩的面前，把宝石轻轻放在她的手掌里。 	 neutral 	0.28543296	0.4668489	0.2477181
“这是一块多么可爱的玻璃！”小女孩叫起来；她一面笑着跑回家去。 	 positive 	0.22095513	0.3493732	0.4296717
燕子又回到王子那儿。 	 neutral 	0.28543296	0.4668489	0.2477181
他说：“你现在眼睛瞎了，所以我要永远和你在一块儿。” 	 neutral 	0.28543296	0.4668489	0.2477181
“不，小燕子，”这个可怜的王子说，“你应该到埃及去。” 	 negative 	0.1501622	0.34323427	0.50660354
“我要永远陪伴你，”燕子说，他就在王子的脚下睡了。 	 neutral 	0.28543296	0.4668489	0.2477181
第二天他整天坐在王子的肩上，给王子讲起他在那些奇异的国土里见到的种种事情。 	 neutral 	0.28543296	0.4668489	0.2477181
他讲起那些红色的朱鹭，它们排成长行站在尼罗河岸上，用它们的长嘴捕捉金鱼。他讲起司芬克斯，年纪和世界的一样长，住在沙漠里面，知道一切的事情。他讲起那些商人，他们手里捏着琥珀念珠，慢慢地跟着他们的骆驼走路；他讲起月山的王，他黑得像乌木，崇拜着一块大的水晶。他讲起那条绿蛇，它睡在棕榈树中，有二十个僧侣拿着蜜糕来喂它；他讲起那些侏儒，他们把扁平的大树叶当作小舟，载他们渡过大湖，又常常同蝴蝶发生战争。 	 neutral 	0.28543296	0.4668489	0.2477181
“亲爱的小燕子，”王子说，“你给我讲了种种奇特的事情，可是最奇特的还是那许多男男女女的痛苦。 	 negative 	0.1501622	0.34323427	0.50660354
再没有比穷苦更大的神秘了。 	 negative 	0.1501622	0.34323427	0.50660354
小燕子，你就在我的城市上空飞一转罢，你告诉我你在这个城里见到些什么事情。” 	 neutral 	0.28543296	0.4668489	0.2477181
燕子便在这个大城的上空飞着，他看见有钱人在他们的华丽的屋子里作乐，乞丐们都坐在大门外挨冻。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞入阴暗的小巷里看见那些饥饿的小孩带着苍白的瘦脸没精打彩地望着污秽的街道。 	 negative 	0.1501622	0.34323427	0.50660354
在一道桥的桥洞下面躺着两个小孩子，他们紧紧搂抱在一起，想使身子得着一点温暖。 	 neutral 	0.28543296	0.4668489	0.2477181
“我们真饿啊！”他们说。 	 negative 	0.1501622	0.34323427	0.50660354
“你们不要躺在这儿，”巡守人叫道，他们只得站起来走进雨中去了。 	 negative 	0.1501622	0.34323427	0.50660354
他便回去把眼见的景象告诉了王子。 	 neutral 	0.28543296	0.4668489	0.2477181
“我满身贴着纯金，”王子说，“你给我把它一片一片地拿掉，拿去送给我那些穷人，活着的人总以为金子能够使他们幸福的。” 	 negative 	0.1501622	0.34323427	0.50660354
燕子把纯金一片一片地啄了下来，最后快乐王子就变成灰暗难看的了。 	 negative 	0.1501622	0.34323427	0.50660354
他又把纯金一片一片地拿去送给那些穷人。小孩们的脸颊上现出了红色，他们在街上游玩着，大声笑着。 	 neutral 	0.28543296	0.4668489	0.2477181
“我们现在有面包了，”他们这样叫道。 	 neutral 	0.28543296	0.4668489	0.2477181
随后雪来了，严寒也到了。 	 neutral 	0.28543296	0.4668489	0.2477181
街道看起来仿佛是银子一样的，它们是那么亮，那么光辉，长长的冰柱像水晶的短剑似的悬挂在檐前，每个行人都穿着皮衣，小孩子也戴上红帽子划冰取乐。 	 positive 	0.22095513	0.3493732	0.4296717
可怜的小燕子是一天一天地冷起来了，可是他仍还不肯离开王子，他太爱王子了。 	 negative 	0.1501622	0.34323427	0.50660354
他只有趁着面包师不注意的时候，在面包店门口啄一点面包屑吃，而且拍着两翅来取暖。 	 negative 	0.1501622	0.34323427	0.50660354
但是最后他知道快要死了。 	 negative 	0.1501622	0.34323427	0.50660354
他就只有一点气力，够他再飞上王子的肩上去一趟。 	 neutral 	0.28543296	0.4668489	0.2477181
“亲爱的王子，再见吧！”他喃喃地说，“你肯让我吻你的手吗？” 	 neutral 	0.28543296	0.4668489	0.2477181
“小燕子，我很高兴你到底要到埃及去了，”王子说，“你在这儿住得太久了；不过你应该吻我的嘴唇，因为我爱你。” 	 positive 	0.22095513	0.3493732	0.4296717
“我现在不是要到埃及去，”燕子说。 	 neutral 	0.28543296	0.4668489	0.2477181
“我是到死之家去的。 	 negative 	0.1501622	0.34323427	0.50660354
听说死是睡的兄弟，不是吗？” 	 neutral 	0.28543296	0.4668489	0.2477181
他吻了快乐王子的嘴唇，然后跌落在王子的脚下，死了。 	 negative 	0.1501622	0.34323427	0.50660354
那时候在这座像的内部忽然响起了一个奇怪的爆裂声，好像有什么东西破碎了似的。 	 negative 	0.1501622	0.34323427	0.50660354
事实是王子的那颗铅心已经炸裂成两半了。 	 negative 	0.1501622	0.34323427	0.50660354
这的确是一个极可怕的严寒天气。 	 negative 	0.1501622	0.34323427	0.50660354
第二天大清早市参议员们陪伴着市长在下面广场上散步。 	 neutral 	0.28543296	0.4668489	0.2477181
他们走过圆柱时，市长仰起头看快乐王子的像。“呀，快乐王子多么难看！”他说。 	 negative 	0.1501622	0.34323427	0.50660354
“的确很难看！”市参议员们齐声叫起来，他们平日总是附和着市长的意见的，这时大家便走上去细看。 	 negative 	0.1501622	0.34323427	0.50660354
“他剑柄上的红宝石掉了，眼睛也没有了，他也不再是黄金的了，”市长说；“讲句老实话，他比一个讨饭的好不了多少！” 	 negative 	0.1501622	0.34323427	0.50660354
“比一个讨饭的好不了多少，”市参议员说。 	 neutral 	0.28543296	0.4668489	0.2477181
“他脚边还有一只死鸟！”市长又说， 	 negative 	0.1501622	0.34323427	0.50660354
“我们的确应该发出一个布告，禁止雀鸟死在这个地方。” 	 negative 	0.1501622	0.34323427	0.50660354
书记立刻把这个提议记录下来。 	 neutral 	0.28543296	0.4668489	0.2477181
过后他们就把快乐王子的像拆下了。 	 neutral 	0.28543296	0.4668489	0.2477181
大学的美术教授说：“他既然不再是美丽的，那么不再是有用的了。” 	 neutral 	0.28543296	0.4668489	0.2477181
他们把这座像放在炉里熔化，市长便召集一个会来决定金属的用途。 	 neutral 	0.28543296	0.4668489	0.2477181
“自然，我们应该另外铸一座像，”他说，“那么就铸我的像吧。” 	 neutral 	0.28543296	0.4668489	0.2477181
“不，还是铸我的像，”每个市参议员都这样说，他们争吵起来。 	 negative 	0.1501622	0.34323427	0.50660354
我后来听人谈起他们，据说他们还在争吵。 	 negative 	0.1501622	0.34323427	0.50660354
“真是一件古怪的事，”铸造厂的监工说。 	 negative 	0.1501622	0.34323427	0.50660354
“这块破裂的铅心在炉里熔化不了。 	 negative 	0.1501622	0.34323427	0.50660354
我们一定要把它丢开才成。” 	 neutral 	0.28543296	0.4668489	0.2477181
他们便把它丢在一个垃圾堆上面，那只死燕子也就躺在那里。 	 negative 	0.1501622	0.34323427	0.50660354
“把这个城里两件最珍贵的东西给我拿来，”上帝对他的一个天使说；天使便把铅心和死鸟带到上帝面前。 	 neutral 	0.28543296	0.4668489	0.2477181
“你选得不错，”上帝说；“因为我可以让这小鸟永远在我天堂的园子里歌唱，让快乐王子住在我的金城里赞美我。” 	 positive 	0.22095513	0.3493732	0.4296717
夜莺与玫瑰(1948) 	 neutral 	0.28543296	0.4668489	0.2477181
“她说过只要我送给她一朵红蔷薇，她就会同我跳舞，”年青的学生大声说；“可是我的花园里，连一朵红蔷薇也没有。” 	 neutral 	0.28543296	0.4668489	0.2477181
夜莺在她的常青橡树上的巢里听见了他的话，她从绿叶丛中向外张望，十分惊讶。 	 positive 	0.22095513	0.3493732	0.4296717
“找遍我整个花园都找不到一朵红蔷薇，”他带哭说，他美丽的眼睛里充满着泪水。 	 negative 	0.1501622	0.34323427	0.50660354
“唉，想不到幸福就系在这么细小的事情上，而我读过了那班聪明人写的东西，一切学问的秘密我都明白了，可是因为少了一朵红蔷薇，我的生活就变成很不幸的了。” 	 negative 	0.1501622	0.34323427	0.50660354
“现在到底找着一个忠诚的情人了，”夜莺自语道。 	 neutral 	0.28543296	0.4668489	0.2477181
“我虽然并不认识他，可是我每夜都在歌颂他。我一夜又一夜地把他的故事讲给星星听，现在我亲眼看见他了。 	 positive 	0.22095513	0.3493732	0.4296717
他的头发黑得像盛开的风信子，他的嘴唇正像他想望的蔷薇那样红。可是激情使他脸庞变得像一块失色的象牙，忧愁已经印上他的眉梢了。” 	 negative 	0.1501622	0.34323427	0.50660354
“王子明晚要开跳舞会，”年青学生喃喃说，“我所爱的人要去赴会。 	 neutral 	0.28543296	0.4668489	0.2477181
要是我带一朵红蔷薇去送她，她便会同我跳舞到天亮。 	 positive 	0.22095513	0.3493732	0.4296717
要是我送她一朵红蔷薇，我便可以搂着她，让她的头靠在我肩上，她的手捏在我手里。 	 neutral 	0.28543296	0.4668489	0.2477181
可是我的园子里并没有红蔷薇，因此我便不得不寂寞地枯坐在那儿，她会走过我面前不理我。 	 negative 	0.1501622	0.34323427	0.50660354
她不会理睬我，我的心就要碎了。” 	 negative 	0.1501622	0.34323427	0.50660354
“这的确是一个忠诚的情人，”夜莺说。 	 positive 	0.22095513	0.3493732	0.4296717
“我所歌唱的，正是使他受苦的东西。在我是快乐的东西，在他却成了痛苦。 	 negative 	0.1501622	0.34323427	0.50660354
爱情真是一件了不起的东西。 	 positive 	0.22095513	0.3493732	0.4296717
它比绿宝石还宝贵，比猫眼石还更值价。 	 positive 	0.22095513	0.3493732	0.4296717
拿珠宝也买它不到。它不是在市场上陈列着的， 	 negative 	0.1501622	0.34323427	0.50660354
它不是可以从商人那里买到的，也不能称轻重拿来换金钱。” 	 neutral 	0.28543296	0.4668489	0.2477181
“乐师们会坐在他们的廊厢里，”年青的学生说，“弹奏他们的弦乐器，我所爱的人会跟着竖琴和小提琴的声音跳舞。她会跳得那么轻快，好像她的脚就没有挨着地板似的，那些穿着华服的朝臣会团团的围住她。 	 neutral 	0.28543296	0.4668489	0.2477181
可是她不会同我跳舞的，因为我没有红蔷薇带给她，”于是他扑倒在草地上，双手蒙着脸哭起来。 	 negative 	0.1501622	0.34323427	0.50660354
